Company,Country,Director,Genre,Title,Runtime,Writer,Year
Paramount Vantage,USA,Neal Brennan,Comedy,TheGoodsLiveHardSellHard,,89,Andy Stock,2009
Columbia Pictures Corporation,UK,Tom Hooper,Biography,TheDamnedUnited,98,Peter Morgan,2009
Insight Film Releasing,Canada,Peter Stebbings,Comedy,Defendor,101,Peter Stebbings,2009
Screen Gems,USA,Nimr�d Antal,Action,Armored,88,James V. Simpson,2009
Millennium Films,USA,Brian Koppelman,Comedy,SolitaryMan,90,Brian Koppelman,2009
Rudius Films,USA,Bob Gosse,Comedy,IHopeTheyServeBeerinHell,105,Tucker Max,2009
26 Films,USA,Donald Petrie,Comedy,MyLifeinRuins,98,Mike Reiss,2009
CineSon Entertainment,USA,Raymond De Felitta,Comedy,CityIsland,104,Raymond De Felitta,2009
CinemaNX,UK,J Blakeson,Crime,TheDisappearanceofAliceCreed,100,J Blakeson,2009
Olympus Pictures,USA,Max Mayer,Drama,Adam,99,Max Mayer,2009
Focus Features,USA,Jim Jarmusch,Crime,TheLimitsofControl,116,Jim Jarmusch,2009
Belladonna Productions,USA,Julio DePietro,Comedy,TheGoodGuy,100,Julio DePietro,2009
Blank of the Dead Productions,USA,George A. Romero,Comedy,SurvivaloftheDead,90,George A. Romero,2009
Oscilloscope,USA,Oren Moverman,Drama,TheMessenger,113,Alessandro Camon,2009
Broken Lizard Industries,USA,Kevin Heffernan,Comedy,TheSlamminSalmon,100,Jay Chandrasekhar,2009
Madhouse,Japan,Mamoru Hosoda,Animation,SummerWars,114,Mamoru Hosoda,2009
K5 International,USA,Aaron Schneider,Drama,GetLow,103,Chris Provenzano,2009
Wayfare Entertainment,Ireland,Neil Jordan,Drama,Ondine,111,Neil Jordan,2009
American Zoetrope,USA,Francis Ford Coppola,Drama,Tetro,127,Mauricio Kartun,2009
Derrick Comedy Productions,USA,Dan Eckman,Comedy,MysteryTeam,97,D.C. Pierson,2009
Egoli Tossell Film,UK,Michael Hoffman,Biography,TheLastStation,112,Michael Hoffman,2009
Middle Fork Productions,USA,Richard Harrah,Thriller,TheCanyon,100,Steve Allrich,2009
Tyler Perry Company, The,,USA,Tyler Perry,Comedy,ICanDoBadAllbyMyself,100,Tyler Perry,2009
EuropaCorp,France,Luc Besson,Animation,ArthurandtheRevengeofMaltazard,93,Patrice Garcia,2009
Tax Credit Finance,USA,Francesca Gregorini,Drama,TannerHall,96,Tatiana von Furstenberg,2009
Autonomous Films,USA,Peter Hyams,Crime,BeyondaReasonableDoubt,106,Peter Hyams,2009
Warner Bros.,USA,Christopher Nolan,Action,Inception,148,Christopher Nolan,2010
Fox Searchlight Pictures,USA,Darren Aronofsky,Drama,BlackSwan,108,Mark Heyman,2010
Universal Pictures,USA,Edgar Wright,Action,ScottPilgrimvstheWorld,112,Michael Bacall,2010
Paramount Pictures,USA,Martin Scorsese,Mystery,ShutterIsland,138,Laeta Kalogridis,2010
Warner Bros.,UK,David Yates,Adventure,HarryPotterandtheDeathlyHallowsPart1,146,Steve Kloves,2010
Marv Films,UK,Matthew Vaughn,Action,KickAss,117,Jane Goldman,2010
DreamWorks,USA,Jim Field Smith,Comedy,ShesOutofMyLeague,100,Sean Anders,2010
Warner Bros.,USA,Louis Leterrier,Action,ClashoftheTitans,106,Travis Beacham,2010
micro_scope,Canada,Denis Villeneuve,Drama,Incendies,131,Denis Villeneuve,2010
Alliance Films,USA,James Wan,Horror,Insidious,103,Leigh Whannell,2010
Columbia Pictures,USA,David Fincher,Biography,TheSocialNetwork,120,Aaron Sorkin,2010
Universal Pictures,USA,Pierre Coffin,Animation,DespicableMe,95,Cinco Paul,2010
Warner Bros.,USA,Ben Affleck,Crime,TheTown,125,Peter Craig,2010
Walt Disney Animation Studios,USA,Nathan Greno,Animation,Tangled,100,Dan Fogelman,2010
Fox 2000 Pictures,UK,Chris Columbus,Adventure,PercyJacksontheOlympiansTheLightningThief,118,Craig Titley,2010
See-Saw Films,UK,Tom Hooper,Biography,TheKingsSpeech,118,David Seidler,2010
Screen Gems,USA,Will Gluck,Comedy,EasyA,92,Bert V. Royal,2010
Paramount Pictures,USA,Jon Favreau,Action,IronMan2,124,Justin Theroux,2010
Fox 2000 Pictures,USA,Edward Zwick,Comedy,LoveOtherDrugs,112,Charles Randolph,2010
Walt Disney Pictures,USA,Joseph Kosinski,Action,TRONLegacy,100,Edward Kitsis,2010
Bold Films,USA,Scott Stewart,Action,Legion,100,Peter Schink,2010
Walt Disney Pictures,USA,Tim Burton,Adventure,AliceinWonderland,108,Linda Woolverton,2010
Paramount Pictures,USA,Ethan Coen,Adventure,TrueGrit,110,Joel Coen,2010
New Line Cinema,USA,Samuel Bayer,Horror,ANightmareonElmStreet,95,Wesley Strick,2010
Summit Entertainment,USA,Robert Schwentke,Action,RED,111,Jon Hoeber,2010
Alcon Entertainment,USA,Albert Hughes,Action,TheBookofEli,118,Gary Whitta,2010
New Line Cinema,USA,Michael Patrick King,Comedy,SexandtheCity2,146,Michael Patrick King,2010
Twentieth Century Fox Film Corporation,USA,Joe Carnahan,Action,TheATeam,117,Joe Carnahan,2010
Twentieth Century Fox Film Corporation,USA,James Mangold,Action,KnightandDay,109,Patrick O'Neill,2010
Walt Disney Pictures,USA,Lee Unkrich,Animation,ToyStory3,103,John Lasseter,2010
Incentive Filmed Entertainment,USA,Derek Cianfrance,Drama,BlueValentine,112,Derek Cianfrance,2010
Cinetel Films,USA,Steven R. Monroe,Crime,ISpitonYourGrave,108,Adam Rockoff,2010
DreamWorks Animation,USA,Dean DeBlois,Animation,HowtoTrainYourDragon,98,William Davies,2010
Summit Entertainment,USA,Allen Coulter,Drama,RememberMe,113,Will Fetters,2010
Walt Disney Pictures,USA,Mike Newell,Action,PrinceofPersiaTheSandsofTime,116,Boaz Yakin,2010
Scott Rudin Productions,USA,Noah Baumbach,Comedy,Greenberg,107,Jennifer Jason Leigh,2010
Closest to the Hole Productions,USA,David O. Russell,Biography,TheFighter,116,Scott Silver,2010
DNA Films,UK,Mark Romanek,Drama,NeverLetMeGo,103,Kazuo Ishiguro,2010
Columbia Pictures,USA,Dennis Dugan,Comedy,GrownUps,102,Adam Sandler,2010
Universal Pictures,UK,Susanna White,Comedy,NannyMcPheeReturns,109,Emma Thompson,2010
Twisted Pictures,Canada,Kevin Greutert,Horror,Saw3DTheFinalChapter,90,Patrick Melton,2010
Reliance Big Pictures,Canada,Eli Craig,Comedy,TuckerandDalevsEvil,89,Eli Craig,2010
Universal Pictures,USA,Ridley Scott,Action,RobinHood,140,Brian Helgeland,2010
Columbia Pictures,USA,Phillip Noyce,Action,Salt,100,Kurt Wimmer,2010
Millennium Films,USA,Sylvester Stallone,Action,TheExpendables,103,Dave Callaham,2010
Paramount Pictures,USA,M. Night Shyamalan,Action,TheLastAirbender,103,M. Night Shyamalan,2010
Josephson Entertainment,USA,Greg Berlanti,Comedy,LifeasWeKnowIt,100,Ian Deitchman,2010
Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,DateNight,88,Josh Klausner,2010
Screen Gems,USA,Steve Antin,Drama,Burlesque,119,Steve Antin,2010
Path�,USA,Danny Boyle,Adventure,127Hours,94,Danny Boyle,2010
Twentieth Century Fox Film Corporation,USA,Nimr�d Antal,Action,Predators,107,Alex Litvak,2010
Lionsgate,USA,Paul Haggis,Crime,TheNextThreeDays,133,Paul Haggis,2010
Columbia Pictures,USA,Adam McKay,Action,TheOtherGuys,107,Adam McKay,2010
Universal Pictures,USA,Anand Tucker,Comedy,LeapYear,100,Deborah Kaplan,2010
Columbia Pictures,USA,Harald Zwart,Action,TheKarateKid,140,Christopher Murphey,2010
Summit Entertainment,USA,David Slade,Adventure,TheTwilightSagaEclipse,124,Melissa Rosenberg,2010
Film4,UK,Christopher Morris,Comedy,FourLions,97,Christopher Morris,2010
Groundswell Productions,USA,Andrew Jarecki,Crime,AllGoodThings,101,Marcus Hinchey,2010
Touchstone Pictures,USA,Mark Steven Johnson,Comedy,WheninRome,91,David Diamond,2010
Anonymous Content,USA,Debra Granik,Drama,WintersBone,100,Debra Granik,2010
Dimension Films,USA,Alexandre Aja,Comedy,Piranha3D,88,Pete Goldfinger,2010
Metro-Goldwyn-Mayer (MGM),USA,Steve Pink,Comedy,HotTubTimeMachine,101,Josh Heald,2010
Twentieth Century Fox Film Corporation,USA,Tony Scott,Action,Unstoppable,98,Mark Bomback,2010
CBS Films,USA,George Tillman Jr.,Action,Faster,98,Tony Gayton,2010
Path� Pictures International,UK,Neil Marshall,Action,Centurion,97,Neil Marshall,2010
Fox 2000 Pictures,USA,Elizabeth Allen Rosenbaum,Adventure,RamonaandBeezus,100,Laurie Craig,2010
Softbank Ventures,South Korea,Jee-woon Kim,Action,ISawtheDevil,141,Jee-woon Kim,2010
Color Force,USA,Thor Freudenthal,Comedy,DiaryofaWimpyKid,100,Jackie Filgo,2010
New Line Cinema,USA,Garry Marshall,Comedy,ValentinesDay,125,Katherine Fugate,2010
Warner Bros.,UK,Martin Campbell,Crime,EdgeofDarkness,117,William Monahan,2010
Universal Pictures,USA,Burr Steers,Drama,CharlieStCloud,100,Craig Pearce,2010
Overture Films,UK,Matt Reeves,Drama,LetMeIn,116,Matt Reeves,2010
DreamWorks Animation,USA,Tom McGrath,Animation,Megamind,95,Alan Schoolcraft,2010
Audiovisual Aval SGR,Spain,Rodrigo Cort�s,Drama,Sepultado,95,Chris Sparling,2010
DreamWorks Animation,USA,Mike Mitchell,Animation,ShrekForeverAfter,93,William Steig,2010
Castle Rock Entertainment,USA,Rob Reiner,Comedy,Flipped,100,Rob Reiner,2010
GK Films,USA,Florian Henckel von Donnersmarck,Action,TheTourist,103,Florian Henckel von Donnersmarck,2010
Touchstone Pictures,USA,Andy Fickman,Comedy,YouAgain,100,Moe Jelline,2010
Fox 2000 Pictures,USA,Michael Apted,Adventure,TheChroniclesofNarniaTheVoyageoftheDawnTreader,113,Christopher Markus,2010
Overnight Films,USA,Ethan Maniquis,Action,Machete,105,Robert Rodriguez,2010
Vertigo Films,UK,Gareth Edwards,Drama,Monsters,94,Gareth Edwards,2010
Walt Disney Pictures,USA,Jon Turteltaub,Action,TheSorcerersApprentice,109,Lawrence Konner,2010
Twentieth Century Fox Film Corporation,USA,Oliver Stone,Drama,WallStreetMoneyNeverSleeps,133,Allan Loeb,2010
Cinema Service,South Korea,Jeong-beom Lee,Action,TheManfromNowhere,119,Jeong-beom Lee,2010
Screen Gems,USA,Lasse Hallstr�m,Drama,DearJohn,108,Jamie Linden,2010
Columbia Pictures,USA,Ryan Murphy,Drama,EatPrayLove,133,Ryan Murphy,2010
Warner Bros.,USA,Todd Phillips,Comedy,DueDate,95,Alan R. Cohen,2010
Samuel Goldwyn Films,Canada,Larysa Kondracki,Action,SecretosPeligrosos,112,Larysa Kondracki,2010
Warner Bros.,USA,Sylvain White,Action,TheLosers,97,Peter Berg,2010
Overture Films,USA,Breck Eisner,Horror,TheCrazies,101,Scott Kosar,2010
Focus Features,USA,Anna Boden,Comedy,ItsKindofaFunnyStory,101,Anna Boden,2010
Universal Pictures,USA,Paul Weitz,Comedy,LittleFockers,98,John Hamburg,2010
This Is That Productions,USA,James Gunn,Comedy,Super,100,James Gunn,2010
Universal Pictures,USA,Nicholas Stoller,Comedy,GetHimtotheGreek,109,Nicholas Stoller,2010
Exclusive Films,USA,Peter Weir,Adventure,TheWayBack,133,Keith R. Clarke,2010
Touchstone Pictures,USA,Julie Anne Robinson,Drama,TheLastSong,100,Nicholas Sparks,2010
Egoli Tossell Film,Germany,Christopher Smith,Action,BlackDeath,102,Dario Poloni,2010
Porchlight Films,Australia,David Mich�d,Crime,AnimalKingdom,113,David Mich�d,2010
Gato Negro Films,USA,Sebastian Gutierrez,Comedy,ElektraLuxx,100,Sebastian Gutierrez,2010
Constantin Film,Germany,Paul W.S. Anderson,Action,ResidentEvilAfterlife,96,Paul W.S. Anderson,2010
Menageatroz,Mexico,Alejandro Gonz�lez I��rritu,Drama,Biutiful,148,Alejandro Gonz�lez I��rritu,2010
Universal Pictures,USA,John Erick Dowdle,Horror,Devil,80,Brian Nelson,2010
Mandate Pictures,USA,Josh Gordon,Comedy,TheSwitch,100,Allan Loeb,2010
R.P. Productions,France,Roman Polanski,Drama,TheGhostWriter,128,Robert Harris,2010
Universal Pictures,USA,Joe Johnston,Drama,TheWolfman,103,Andrew Kevin Walker,2010
Gaumont,USA,Massy Tadjedin,Drama,LastNight,93,Massy Tadjedin,2010
Screen Gems,USA,John Luessenhop,Action,Takers,107,Peter Allen,2010
Warner Bros.,USA,Jimmy Hayward,Action,JonahHex,81,Mark Neveldine,2010
Whenua Films,New Zealand,Taika Waititi,Comedy,Boy,87,Taika Waititi,2010
CBS Films,USA,Alan Poul,Comedy,TheBackupPlan,104,Kate Angelo,2010
Columbia Pictures,USA,Andy Tennant,Action,TheBountyHunter,110,Sarah Thorp,2010
River Road Entertainment,USA,Floria Sigismondi,Biography,TheRunaways,106,Floria Sigismondi,2010
The Weinstein Company,UK,Richard Ayoade,Comedy,Submarine,97,Richard Ayoade,2010
Rogue Pictures,USA,Colin Strause,Action,Skyline,97,Joshua Cordes,2010
Columbia Pictures,USA,James L. Brooks,Comedy,HowDoYouKnow,100,James L. Brooks,2010
A Bigger Boat,USA,Adam Green,Thriller,Frozen,93,Adam Green,2010
Focus Features,USA,Sofia Coppola,Comedy,Somewhere,97,Sofia Coppola,2010
Miramax,USA,John Madden,Drama,TheDebt,113,Matthew Vaughn,2010
Olympus Pictures,USA,Mike Mills,Comedy,Beginners,105,Mike Mills,2010
Lionsgate,USA,Robert Luketic,Action,Killers,100,Bob DeRosa,2010
Filmax Entertainment,Spain,Emilio Estevez,Adventure,TheWay,100,Emilio Estevez,2010
Summit Entertainment,USA,Gary Winick,Adventure,LetterstoJuliet,100,Jose Rivera,2010
Olympus Pictures,USA,John Cameron Mitchell,Drama,RabbitHole,91,David Lindsay-Abaire,2010
Millennium Films,USA,David Schwimmer,Crime,Trust,106,Andy Bellin,2010
EuropaCorp,France,Pierre Morel,Action,ParsenlaMira,92,Adi Hasak,2010
Paramount Pictures,USA,Jay Roach,Comedy,DinnerforSchmucks,114,David Guion,2010
Universal Pictures,UK,Paul Greengrass,Action,GreenZone,115,Brian Helgeland,2010
Focus Features,USA,Lisa Cholodenko,Comedy,TheKidsAreAllRight,106,Lisa Cholodenko,2010
Warner Bros.,USA,Clint Eastwood,Drama,Hereafter,129,Peter Morgan,2010
Relativity Media,USA,Brian Levant,Action,TheSpyNextDoor,94,Jonathan Bernstein,2010
Focus Features,USA,Anton Corbijn,Crime,TheAmerican,105,Rowan Joffe,2010
Magic Light Pictures,UK,Jonathan Lynn,Action,WildTarget,98,Lucinda Coxon,2010
Sedic International,Japan,Takashi Miike,Action,13Assassins,141,Kaneo Ikegami,2010
Warner Bros.,USA,Zack Snyder,Animation,LegendoftheGuardiansTheOwlsofGaHoole,97,John Orloff,2010
River Road Entertainment,USA,Doug Liman,Biography,FairGame,108,Jez Butterworth,2010
Warner Bros.,USA,Kevin Smith,Action,CopOut,107,Robb Cullen,2010
Summit Entertainment,USA,Jon M. Chu,Drama,StepUp3D,107,Amy Andelson,2010
Studio Ghibli,Japan,Hiromasa Yonebayashi,Animation,TheSecretWorldofArrietty,94,Mary Norton,2010
Screen Gems,USA,Neil LaBute,Comedy,DeathataFuneral,92,Dean Craig,2010
Miramax,USA,Troy Nixey,Fantasy,DontBeAfraidoftheDark,99,Guillermo del Toro,2010
Dharma Productions,India,Karan Johar,Adventure,MyNameIsKhan,165,Shibani Bathija,2010
Universal Pictures,USA,Miguel Sapochnik,Action,RepoMen,111,Eric Garcia,2010
Regency Enterprises,USA,Jason Friedberg,Adventure,VampiresSuck,82,Jason Friedberg,2010
Bad Robot,USA,Roger Michell,Comedy,MorningGlory,100,Aline Brosh McKenna,2010
Not specified,UK,John Wells,Drama,TheCompanyMen,104,John Wells,2010
They Are Going to Kill Us Productions,USA,Casey Affleck,Comedy,ImStillHere,108,Casey Affleck,2010
Twentieth Century Fox Film Corporation,USA,Michael Lembeck,Comedy,ToothFairy,101,Lowell Ganz,2010
Glass Eye Pix,USA,Jim Mickle,Drama,StakeLand,98,Nick Damici,2010
Serendipity Point Films,Italy,Richard J. Lewis,Comedy,Laversindemivida,134,Mordecai Richler,2010
Walt Disney Pictures,USA,Randall Wallace,Biography,Secretariat,123,Mike Rich,2010
Realitism Films,France,Quentin Dupieux,Comedy,Rubber,82,Quentin Dupieux,2010
Ruby Films,UK,Stephen Frears,Comedy,TamaraDrewe,107,Posy Simmonds,2010
Mediapro,USA,Woody Allen,Comedy,YouWillMeetaTallDarkStranger,100,Woody Allen,2010
Henan Film & TV Production Group Henan Film Studio,Hong Kong,Wilson Yip,Action,IpMan2,108,Tai-lee Chan,2010
Hero Entertainment,USA,Michael Winterbottom,Crime,TheKillerInsideMe,109,John Curran,2010
Twentieth Century Fox Film Corporation,USA,Rob Letterman,Adventure,GulliversTravels,85,Joe Stillman,2010
Les Productions du Tr�sor,France,Guillaume Canet,Comedy,LittleWhiteLies,134,Guillaume Canet,2010
Broadway Video,USA,Jorma Taccone,Action,MacGruber,90,Will Forte,2010
Paramount Pictures,USA,Tod Williams,Horror,ParanormalActivity2,91,Michael R. Perry,2010
Strike Entertainment,France,Daniel Stamm,Drama,Elltimoexorcismo,87,Huck Botko,2010
Millennium Films,USA,John Curran,Drama,Stone,105,Angus MacLachlan,2010
New Line Cinema,USA,Nanette Burstein,Comedy,GoingtheDistance,100,Geoff LaTulippe,2010
Last Picture Company, The,,USA,Spencer Susser,Comedy,Hesher,106,Spencer Susser,2010
Mifilifilms,Canada,Xavier Dolan,Drama,Heartbeats,101,Xavier Dolan,2010
Annapurna Productions,USA,Mitch Glazer,Drama,PassionPlay,94,Mitch Glazer,2010
Tre V�nner Produktion AB,Sweden,Daniel Espinosa,Action,EasyMoney,124,Daniel Espinosa,2010
The Weinstein Company,USA,Abe Sylvia,Comedy,DirtyGirl,90,Abe Sylvia,2010
Omega Entertainment,USA,Tony Goldwyn,Biography,Conviction,107,Pamela Gray,2010
Globo Filmes,Brazil,Jos� Padilha,Action,EliteSquadTheEnemyWithin,115,Br�ulio Mantovani,2010
GK Films,USA,William Monahan,Crime,LondonBoulevard,103,William Monahan,2010
American Film Company, The,,USA,Robert Redford,Crime,TheConspirator,122,James D. Solomon,2010
Catfish Productions,USA,James Keach,Comedy,WaitingforForever,100,Steve Adams,2010
Miramax,USA,Julie Taymor,Comedy,TheTempest,110,Julie Taymor,2010
Scott Free Productions,USA,Jay Duplass,Comedy,Cyrus,91,Mark Duplass,2010
Warner Bros.,USA,Eric Brevig,Animation,YogiBear,100,J.R. Ventimilia,2010
Screen Gems,USA,Shana Feste,Drama,CountryStrong,117,Shana Feste,2010
Baby Cow Productions,UK,Michael Winterbottom,Comedy,TheTrip,112,Baby Cow Productions,2010
Stacey Testro International,USA,Nick Tomnay,Comedy,ThePerfectHost,100,Nick Tomnay,2010
Chromewood Productions,Canada,Panos Cosmatos,Sci-Fi,BeyondtheBlackRainbow,110,Panos Cosmatos,2010
Ealing Studios,UK,John Landis,Comedy,BurkeandHare,91,Piers Ashworth,2010
Evenstar Films,USA,Kelly Reichardt,Drama,MeeksCutoff,104,Jonathan Raymond,2010
Desperate Pictures,USA,Gregg Araki,Comedy,Kaboom,86,Gregg Araki,2010
Danmarks Radio (DR),Denmark,Susanne Bier,Drama,InaBetterWorld,100,Anders Thomas Jensen,2010
Aramid Entertainment Fund,USA,Taylor Hackford,Biography,LoveRanch,100,Mark Jacobson,2010
Audley Films,UK,Nigel Cole,Biography,MadeinDagenham,113,William Ivory,2010
10th Hole Productions,USA,Galt Niederhoffer,Comedy,TheRomantics,100,Galt Niederhoffer,2010
Gaumont,USA,Joel Schumacher,Action,Twelve,100,Jordan Melamed,2010
Tornasol Films,Spain,�lex de la Iglesia,Comedy,TheLastCircus,107,�lex de la Iglesia,2010
Temple Hill Entertainment,USA,Dan Rush,Comedy,EverythingMustGo,97,Dan Rush,2010
Rogue,New Zealand,Sngmoo Lee,Action,TheWarriorsWay,100,Sngmoo Lee,2010
Rogue,USA,Wes Craven,Horror,MySoultoTake,100,Wes Craven,2010
CBS Films,USA,Tom Vaughan,Drama,ExtraordinaryMeasures,106,Robert Nelson Jacobs,2010
Lionsgate,USA,Tyler Perry,Drama,ForColoredGirls,100,Tyler Perry,2010
ArieScope Pictures,USA,Adam Green,Comedy,HatchetII,85,Adam Green,2010
Twentieth Century Fox Film Corporation,USA,Tom Dey,Comedy,Marmaduke,100,Tim Rasmussen,2010
Quad Productions,France,Pascal Chaumeil,Comedy,Heartbreaker,105,Laurent Zeitoun,2010
Paper Street Films,USA,Josh Radnor,Comedy,Happythankyoumoreplease,100,Josh Radnor,2010
Haos Film,Greece,Athina Rachel Tsangari,Drama,LavidasegnAttenberg,97,Athina Rachel Tsangari,2010
Secret Handshake Entertainment,USA,Michael J. Weithorn,Comedy,ALittleHelp,100,Michael J. Weithorn,2010
AXN,Spain,Ic�ar Bolla�n,Drama,EventheRain,103,Paul Laverty,2010
Hughes House Film,Australia,Patrick Hughes,Thriller,RedHill,95,Patrick Hughes,2010
Sidus FNH-Benex Cinema Fund 1,South Korea,Sang-soo Im,Drama,TheHousemaid,106,Ki-young Kim,2010
Hyde Park Films,USA,Kevin Munroe,Action,DylanDogDeadofNight,100,Thomas Dean Donnelly,2010
MK2 Productions,France,Abbas Kiarostami,Drama,CertifiedCopy,106,Caroline Eliacheff,2010
An Olive Branch Productions,Canada,George Hickenlooper,Biography,CasinoJack,108,Norman Snider,2010
Bollywood Hollywood Production,India,Anurag Basu,Action,KitesMsalldelasfronteras,123,Anurag Basu,2010
Hugo Productions,France,Gilles Paquet-Brenner,Drama,LallavedeSarah,102,Tatiana De Rosnay,2010
Company Films,USA,Malcolm Venville,Comedy,HenrysCrime,108,Sacha Gervasi,2010
Samuel Goldwyn Films,UK,Jake Scott,Drama,WelcometotheRileys,100,Ken Hixon,2010
Access Motion Pictures,Canada,Geoffrey Sax,Biography,FrankieAlice,100,Cheryl Edwards,2010
Asmik Ace Entertainment,Japan,Tran Anh Hung,Drama,NorwegianWood,133,Haruki Murakami,2010
CD2 Films,USA,Brad Peyton,Action,CatsDogsTheRevengeofKittyGalore,100,Ron J. Friedman,2010
Summit Entertainment,USA,Roger Kumble,Comedy,FurryVengeance,100,Michael Carnes,2010
Kick the Machine,Thailand,Apichatpong Weerasethakul,Comedy,UncleBoonmeeWhoCanRecallHisPastLives,114,Phra Sripariyattiweti,2010
Prime Focus,India,Sanjay Leela Bhansali,Comedy,Guzaarish,126,Sanjay Leela Bhansali,2010
Thin Man Films,UK,Mike Leigh,Comedy,AnotherYear,129,Mike Leigh,2010
Herrick Entertainment,USA,Brad Anderson,Horror,Vanishingon7thStreet,92,Anthony Jaswinski,2010
Tiny Ponies,USA,Lena Dunham,Comedy,TinyFurniture,98,Lena Dunham,2010
Lions Gate Family Entertainment,USA,Anthony Bell,Animation,AlphaandOmega,90,Chris Denk,2010
Warner Bros.,USA,David Yates,Adventure,HarryPotterandtheDeathlyHallowsPart2,130,Steve Kloves,2011
Universal Pictures,USA,Jon Favreau,Action,CowboysAliens,119,Roberto Orci,2011
Walt Disney Pictures,USA,Rob Marshall,Action,PiratesoftheCaribbeanOnStrangerTides,100,Ted Elliott,2011
FilmDistrict,USA,Nicolas Winding Refn,Crime,Drive,100,Hossein Amini,2011
DreamWorks,USA,Tate Taylor,Drama,TheHelp,146,Tate Taylor,2011
Carousel Productions (II),USA,Glenn Ficarra,Comedy,CrazyStupidLove,,100,Dan Fogelman,2011
Columbia Pictures,USA,David Fincher,Crime,TheGirlwiththeDragonTattoo,158,Steven Zaillian,2011
StudioCanal,France,Tomas Alfredson,Drama,Elespaquesabademasiado,122,Bridget O'Connor,2011
Universal Pictures,USA,Paul Feig,Comedy,Bridesmaids,125,Kristen Wiig,2011
Warner Bros.,USA,Zack Snyder,Action,SuckerPunch,110,Zack Snyder,2011
Paramount Pictures,USA,Kenneth Branagh,Action,Thor,115,Ashley Miller,2011
